icao,iata,airport_name,country,latitude,longitude,runway,year,length_m,length_ft,measurement_type,current_length_m
OIFM,IFN,Isfahan Shahid Beheshti International Airport,IR,32.755142,51.883877,07R/25L,2020,4128.8,13546.0,modeled,4396.7
OIFM,IFN,Isfahan Shahid Beheshti International Airport,IR,32.755142,51.883877,07R/25L,2024,4176.9,13704.0,modeled,4396.7
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11R/29L,1985,3399.1,11152.0,modeled,4248.9
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11R/29L,1990,3550.5,11648.0,modeled,4248.9
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11R/29L,1995,3645.0,11959.0,modeled,4248.9
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11R/29L,2000,3725.6,12223.0,modeled,4248.9
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11R/29L,2005,3798.5,12462.0,modeled,4248.9
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11R/29L,2010,3866.0,12684.0,modeled,4248.9
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11R/29L,2015,3929.5,12892.0,modeled,4248.9
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11R/29L,2020,3990.0,13090.0,modeled,4248.9
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11R/29L,2024,4036.5,13243.0,modeled,4248.9
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11L/29R,1985,3358.2,11018.0,modeled,4197.7
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11L/29R,1990,3507.7,11508.0,modeled,4197.7
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11L/29R,1995,3601.0,11814.0,modeled,4197.7
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11L/29R,2000,3680.7,12076.0,modeled,4197.7
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11L/29R,2005,3752.7,12312.0,modeled,4197.7
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11L/29R,2010,3819.4,12531.0,modeled,4197.7
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11L/29R,2015,3882.2,12737.0,modeled,4197.7
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11L/29R,2020,3941.9,12933.0,modeled,4197.7
OIIE,IKA,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906,11L/29R,2024,3987.8,13083.0,modeled,4197.7
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11R/29L,1985,3232.8,10606.0,modeled,4041.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11R/29L,1990,3376.7,11079.0,modeled,4041.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11R/29L,1995,3466.6,11373.0,modeled,4041.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11R/29L,2000,3543.4,11625.0,modeled,4041.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11R/29L,2005,3612.6,11852.0,modeled,4041.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11R/29L,2010,3676.8,12063.0,modeled,4041.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11R/29L,2015,3737.3,12261.0,modeled,4041.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11R/29L,2020,3794.8,12450.0,modeled,4041.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11R/29L,2024,3839.0,12595.0,modeled,4041.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11L/29R,1985,2916.8,9570.0,modeled,3646.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11L/29R,1990,3046.7,9996.0,modeled,3646.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11L/29R,1995,3127.8,10262.0,modeled,3646.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11L/29R,2000,3197.0,10489.0,modeled,3646.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11L/29R,2005,3259.5,10694.0,modeled,3646.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11L/29R,2010,3317.4,10884.0,modeled,3646.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11L/29R,2015,3372.0,11063.0,modeled,3646.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11L/29R,2020,3423.8,11233.0,modeled,3646.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,11L/29R,2024,3463.7,11364.0,modeled,3646.0
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,09/27,1985,378.9,1243.0,modeled,473.7
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,09/27,1990,395.8,1299.0,modeled,473.7
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,09/27,1995,406.3,1333.0,modeled,473.7
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,09/27,2000,415.3,1363.0,modeled,473.7
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,09/27,2005,423.4,1389.0,modeled,473.7
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,09/27,2010,431.0,1414.0,modeled,473.7
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,09/27,2015,438.1,1437.0,modeled,473.7
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,09/27,2020,444.8,1459.0,modeled,473.7
OIII,THR,Mehrabad International Airport,IR,35.68920135498047,51.31340026855469,09/27,2024,450.0,1476.0,modeled,473.7
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03R/21L,1985,2928.0,9606.0,modeled,3660.0
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03R/21L,1990,3058.4,10034.0,modeled,3660.0
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03R/21L,1995,3139.8,10301.0,modeled,3660.0
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03R/21L,2000,3209.3,10529.0,modeled,3660.0
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03R/21L,2005,3272.0,10735.0,modeled,3660.0
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03R/21L,2010,3330.2,10926.0,modeled,3660.0
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03R/21L,2015,3384.9,11105.0,modeled,3660.0
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03R/21L,2020,3437.0,11276.0,modeled,3660.0
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03R/21L,2024,3477.0,11408.0,modeled,3660.0
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03L/21R,1985,2765.4,9073.0,modeled,3456.7
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03L/21R,1990,2888.5,9477.0,modeled,3456.7
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03L/21R,1995,2965.4,9729.0,modeled,3456.7
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03L/21R,2000,3031.0,9944.0,modeled,3456.7
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03L/21R,2005,3090.3,10139.0,modeled,3456.7
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03L/21R,2010,3145.2,10319.0,modeled,3456.7
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03L/21R,2015,3196.9,10489.0,modeled,3456.7
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03L/21R,2020,3246.1,10650.0,modeled,3456.7
OIKB,BND,Bandar Abbas International Airport,IR,27.2183,56.3778,03L/21R,2024,3283.9,10774.0,modeled,3456.7
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16L/34R,1985,3080.9,10108.0,modeled,3851.1
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16L/34R,1990,3218.1,10558.0,modeled,3851.1
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16L/34R,1995,3303.7,10839.0,modeled,3851.1
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16L/34R,2000,3376.9,11079.0,modeled,3851.1
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16L/34R,2005,3442.9,11296.0,modeled,3851.1
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16L/34R,2010,3504.1,11496.0,modeled,3851.1
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16L/34R,2015,3561.7,11685.0,modeled,3851.1
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16L/34R,2020,3616.4,11865.0,modeled,3851.1
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16L/34R,2024,3658.6,12003.0,modeled,3851.1
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16R/34L,1985,3079.9,10105.0,modeled,3849.9
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16R/34L,1990,3217.1,10555.0,modeled,3849.9
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16R/34L,1995,3302.7,10836.0,modeled,3849.9
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16R/34L,2000,3375.8,11075.0,modeled,3849.9
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16R/34L,2005,3441.8,11292.0,modeled,3849.9
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16R/34L,2010,3503.0,11493.0,modeled,3849.9
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16R/34L,2015,3560.5,11682.0,modeled,3849.9
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16R/34L,2020,3615.3,11861.0,modeled,3849.9
OIKK,KER,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692,16R/34L,2024,3657.4,11999.0,modeled,3849.9
OIKQ,GSM,Qeshm International Airport,IR,26.754639,55.902353,05/23,1985,3380.6,11091.0,modeled,4225.7
OIKQ,GSM,Qeshm International Airport,IR,26.754639,55.902353,05/23,1990,3531.1,11585.0,modeled,4225.7
OIKQ,GSM,Qeshm International Airport,IR,26.754639,55.902353,05/23,1995,3625.1,11893.0,modeled,4225.7
OIKQ,GSM,Qeshm International Airport,IR,26.754639,55.902353,05/23,2000,3705.3,12157.0,modeled,4225.7
OIKQ,GSM,Qeshm International Airport,IR,26.754639,55.902353,05/23,2005,3777.8,12394.0,modeled,4225.7
OIKQ,GSM,Qeshm International Airport,IR,26.754639,55.902353,05/23,2010,3844.9,12615.0,modeled,4225.7
OIKQ,GSM,Qeshm International Airport,IR,26.754639,55.902353,05/23,2015,3908.1,12822.0,modeled,4225.7
OIKQ,GSM,Qeshm International Airport,IR,26.754639,55.902353,05/23,2020,3968.2,13019.0,modeled,4225.7
OIKQ,GSM,Qeshm International Airport,IR,26.754639,55.902353,05/23,2024,4014.5,13171.0,modeled,4225.7
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,10/28,1985,2321.6,7617.0,modeled,2902.0
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,10/28,1990,2425.0,7956.0,modeled,2902.0
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,10/28,1995,2489.5,8168.0,modeled,2902.0
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,10/28,2000,2544.6,8348.0,modeled,2902.0
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,10/28,2005,2594.4,8512.0,modeled,2902.0
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,10/28,2010,2640.5,8663.0,modeled,2902.0
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,10/28,2015,2683.9,8805.0,modeled,2902.0
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,10/28,2020,2725.1,8941.0,modeled,2902.0
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,10/28,2024,2756.9,9045.0,modeled,2902.0
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,08/26,1985,1729.6,5674.0,modeled,2161.9
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,08/26,1990,1806.6,5927.0,modeled,2161.9
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,08/26,1995,1854.6,6085.0,modeled,2161.9
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,08/26,2000,1895.7,6219.0,modeled,2161.9
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,08/26,2005,1932.8,6341.0,modeled,2161.9
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,08/26,2010,1967.1,6454.0,modeled,2161.9
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,08/26,2015,1999.4,6560.0,modeled,2161.9
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,08/26,2020,2030.2,6661.0,modeled,2161.9
OIMB,XBJ,Birjand International Airport,IR,32.896525,59.281258,08/26,2024,2053.8,6738.0,modeled,2161.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13R/31L,1985,3139.9,10302.0,modeled,3924.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13R/31L,1990,3279.7,10760.0,modeled,3924.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13R/31L,1995,3367.0,11047.0,modeled,3924.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13R/31L,2000,3441.5,11291.0,modeled,3924.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13R/31L,2005,3508.8,11512.0,modeled,3924.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13R/31L,2010,3571.2,11716.0,modeled,3924.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13R/31L,2015,3629.9,11909.0,modeled,3924.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13R/31L,2020,3685.7,12092.0,modeled,3924.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13R/31L,2024,3728.7,12233.0,modeled,3924.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13L/31R,1985,3048.7,10002.0,modeled,3810.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13L/31R,1990,3184.5,10448.0,modeled,3810.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13L/31R,1995,3269.2,10726.0,modeled,3810.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13L/31R,2000,3341.6,10963.0,modeled,3810.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13L/31R,2005,3406.9,11178.0,modeled,3810.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13L/31R,2010,3467.5,11376.0,modeled,3810.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13L/31R,2015,3524.5,11563.0,modeled,3810.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13L/31R,2020,3578.7,11741.0,modeled,3810.9
OIMM,MHD,Mashhad International Airport,IR,36.234821,59.642949,13L/31R,2024,3620.4,11878.0,modeled,3810.9
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11L/29R,1985,3497.9,11476.0,modeled,4372.4
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11L/29R,1990,3653.6,11987.0,modeled,4372.4
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11L/29R,1995,3750.9,12306.0,modeled,4372.4
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11L/29R,2000,3833.9,12578.0,modeled,4372.4
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11L/29R,2005,3908.8,12824.0,modeled,4372.4
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11L/29R,2010,3978.3,13052.0,modeled,4372.4
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11L/29R,2015,4043.7,13267.0,modeled,4372.4
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11L/29R,2020,4105.9,13471.0,modeled,4372.4
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11L/29R,2024,4153.7,13628.0,modeled,4372.4
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11R/29L,1985,3426.2,11241.0,modeled,4282.7
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11R/29L,1990,3578.7,11741.0,modeled,4282.7
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11R/29L,1995,3674.0,12054.0,modeled,4282.7
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11R/29L,2000,3755.3,12321.0,modeled,4282.7
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11R/29L,2005,3828.7,12561.0,modeled,4282.7
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11R/29L,2010,3896.8,12785.0,modeled,4282.7
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11R/29L,2015,3960.8,12995.0,modeled,4282.7
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11R/29L,2020,4021.7,13195.0,modeled,4282.7
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802,11R/29L,2024,4068.6,13348.0,modeled,4282.7
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08L/26R,1985,2928.0,9606.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08L/26R,1990,3058.4,10034.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08L/26R,1995,3139.8,10301.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08L/26R,2000,3209.3,10529.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08L/26R,2005,3272.0,10735.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08L/26R,2010,3330.2,10926.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08L/26R,2015,3384.9,11105.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08L/26R,2020,3437.0,11276.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08L/26R,2024,3477.0,11408.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08R/26L,1985,2928.0,9606.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08R/26L,1990,3058.4,10034.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08R/26L,1995,3139.8,10301.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08R/26L,2000,3209.3,10529.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08R/26L,2005,3272.0,10735.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08R/26L,2010,3330.2,10926.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08R/26L,2015,3384.9,11105.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08R/26L,2020,3437.0,11276.0,modeled,3660.0
OJAI,AMM,Queen Alia International Airport,JO,31.7226009369,35.9931983948,08R/26L,2024,3477.0,11408.0,modeled,3660.0
OJAM,ADJ,Marka International (Amman Civil) Airport,JO,31.9727,35.9916,06/24,1985,2620.1,8596.0,modeled,3275.1
OJAM,ADJ,Marka International (Amman Civil) Airport,JO,31.9727,35.9916,06/24,1990,2736.7,8979.0,modeled,3275.1
OJAM,ADJ,Marka International (Amman Civil) Airport,JO,31.9727,35.9916,06/24,1995,2809.5,9218.0,modeled,3275.1
OJAM,ADJ,Marka International (Amman Civil) Airport,JO,31.9727,35.9916,06/24,2000,2871.7,9422.0,modeled,3275.1
OJAM,ADJ,Marka International (Amman Civil) Airport,JO,31.9727,35.9916,06/24,2005,2927.9,9606.0,modeled,3275.1
OJAM,ADJ,Marka International (Amman Civil) Airport,JO,31.9727,35.9916,06/24,2010,2979.9,9777.0,modeled,3275.1
OJAM,ADJ,Marka International (Amman Civil) Airport,JO,31.9727,35.9916,06/24,2015,3028.9,9937.0,modeled,3275.1
OJAM,ADJ,Marka International (Amman Civil) Airport,JO,31.9727,35.9916,06/24,2020,3075.5,10090.0,modeled,3275.1
OJAM,ADJ,Marka International (Amman Civil) Airport,JO,31.9727,35.9916,06/24,2024,3111.3,10208.0,modeled,3275.1
OJAQ,AQJ,King Hussein International Airport,JO,29.611601,35.018101,01/19,1985,2403.0,7884.0,modeled,3003.8
OJAQ,AQJ,King Hussein International Airport,JO,29.611601,35.018101,01/19,1990,2510.0,8235.0,modeled,3003.8
OJAQ,AQJ,King Hussein International Airport,JO,29.611601,35.018101,01/19,1995,2576.8,8454.0,modeled,3003.8
OJAQ,AQJ,King Hussein International Airport,JO,29.611601,35.018101,01/19,2000,2633.9,8641.0,modeled,3003.8
OJAQ,AQJ,King Hussein International Airport,JO,29.611601,35.018101,01/19,2005,2685.4,8810.0,modeled,3003.8
OJAQ,AQJ,King Hussein International Airport,JO,29.611601,35.018101,01/19,2010,2733.1,8967.0,modeled,3003.8
OJAQ,AQJ,King Hussein International Airport,JO,29.611601,35.018101,01/19,2015,2778.0,9114.0,modeled,3003.8
OJAQ,AQJ,King Hussein International Airport,JO,29.611601,35.018101,01/19,2020,2820.7,9254.0,modeled,3003.8
OJAQ,AQJ,King Hussein International Airport,JO,29.611601,35.018101,01/19,2024,2853.6,9362.0,modeled,3003.8
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,16/34,1985,3663.9,12021.0,modeled,4579.9
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,16/34,1990,3827.1,12556.0,modeled,4579.9
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,16/34,1995,3928.9,12890.0,modeled,4579.9
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,16/34,2000,4015.9,13175.0,modeled,4579.9
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,16/34,2005,4094.4,13433.0,modeled,4579.9
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,16/34,2010,4167.2,13672.0,modeled,4579.9
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,16/34,2015,4235.7,13897.0,modeled,4579.9
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,16/34,2020,4300.8,14110.0,modeled,4579.9
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,16/34,2024,4350.9,14275.0,modeled,4579.9
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15L/33R,1985,2800.0,9186.0,modeled,3500.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15L/33R,1990,2924.7,9595.0,modeled,3500.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15L/33R,1995,3002.5,9851.0,modeled,3500.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15L/33R,2000,3069.0,10069.0,modeled,3500.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15L/33R,2005,3129.0,10266.0,modeled,3500.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15L/33R,2010,3184.6,10448.0,modeled,3500.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15L/33R,2015,3236.9,10620.0,modeled,3500.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15L/33R,2020,3286.7,10783.0,modeled,3500.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15L/33R,2024,3325.0,10909.0,modeled,3500.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15R/33L,1985,2720.0,8924.0,modeled,3400.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15R/33L,1990,2841.1,9321.0,modeled,3400.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15R/33L,1995,2916.7,9569.0,modeled,3400.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15R/33L,2000,2981.3,9781.0,modeled,3400.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15R/33L,2005,3039.6,9972.0,modeled,3400.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15R/33L,2010,3093.6,10150.0,modeled,3400.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15R/33L,2015,3144.5,10317.0,modeled,3400.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15R/33L,2020,3192.8,10475.0,modeled,3400.0
OKKK,KWI,Kuwait International Airport,KW,29.224487,47.969813,15R/33L,2024,3230.0,10597.0,modeled,3400.0
OLBA,BEY,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443,03/21,1985,3040.0,9974.0,modeled,3799.9
OLBA,BEY,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443,03/21,1990,3175.3,10418.0,modeled,3799.9
OLBA,BEY,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443,03/21,1995,3259.8,10695.0,modeled,3799.9
OLBA,BEY,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443,03/21,2000,3332.0,10932.0,modeled,3799.9
OLBA,BEY,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443,03/21,2005,3397.1,11145.0,modeled,3799.9
OLBA,BEY,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443,03/21,2010,3457.5,11343.0,modeled,3799.9
OLBA,BEY,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443,03/21,2015,3514.3,11530.0,modeled,3799.9
OLBA,BEY,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443,03/21,2020,3568.4,11707.0,modeled,3799.9
OLBA,BEY,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443,03/21,2024,3609.9,11844.0,modeled,3799.9
